iter	Logloss
853	0.01920707062
854	0.01920569845
855	0.01920380006
856	0.01919177203
857	0.01912480937
858	0.01912275114
859	0.0191227454
860	0.01909161322
861	0.0190539133
862	0.01904864242
863	0.01901841414
864	0.01899806478
865	0.01898371534
866	0.01897027171
867	0.01895216542
868	0.01888603661
869	0.01882572221
870	0.01881972921
871	0.01879173157
872	0.01876715599
873	0.01872362844
874	0.01871539259
875	0.01864169171
876	0.01863973867
877	0.01857984716
878	0.01857859509
879	0.01857808706
880	0.01857804615
881	0.01856005429
882	0.01848713705
883	0.01847669179
884	0.0184485355
885	0.01843469543
886	0.01840791402
887	0.01839630092
888	0.0183956308
889	0.01838807004
890	0.01835203683
891	0.01832551349
892	0.01832383273
893	0.01830342364
894	0.01828665119
895	0.01822001622
896	0.01820247533
897	0.01819090254
898	0.01819088636
899	0.01819088551
900	0.01817895338
901	0.01804597009
902	0.01803092622
903	0.01803090058
904	0.01801486622
905	0.0180148093
906	0.01801313683
907	0.01800207559
908	0.01794292064
909	0.0179421583
910	0.01791555345
911	0.01791554929
912	0.01788654342
913	0.0178631139
914	0.01783812362
915	0.01773243486
916	0.01770871581
917	0.01769269418
918	0.01767780296
919	0.01767619306
920	0.01765088319
921	0.0176505633
922	0.0176375623
923	0.0176342089
924	0.01763363482
925	0.017619029
926	0.01761661059
927	0.01761660508
928	0.01761660383
929	0.01761660259
930	0.01760096081
931	0.01759093507
932	0.01759079927
933	0.01758383092
934	0.01758380995
935	0.01757706435
936	0.01753946309
937	0.01750453443
938	0.0175045098
939	0.0174981848
940	0.01747607847
941	0.0174742447
942	0.01746033241
943	0.01744585742
944	0.01739766721
945	0.0173818859
946	0.01733393708
947	0.01731192464
948	0.01730427004
949	0.01730143423
950	0.01727677895
951	0.01724919635
952	0.01722573004
953	0.01722556077
954	0.01721318918
955	0.01719382059
956	0.01719381826
957	0.01719375065
958	0.01719061748
959	0.01717734572
960	0.0171630687
961	0.01715744785
962	0.01714460501
963	0.01712222526
964	0.01710422211
965	0.01709860411
966	0.01708777684
967	0.01704759381
968	0.01704751413
969	0.01704581283
970	0.01703470905
971	0.01701727796
972	0.01700747395
973	0.01699814142
974	0.01697552631
975	0.01697552428
976	0.0169545897
977	0.01695236875
978	0.01694037429
979	0.01693892146
980	0.01692848563
981	0.01690708653
982	0.01684928213
983	0.01679270882
984	0.01679270861
985	0.01677614958
986	0.01676073201
987	0.01666195995
988	0.01658213412
989	0.01658050901
990	0.01655808416
991	0.01654062539
992	0.01651959325
993	0.01646776949
994	0.01646775632
995	0.01646665443
996	0.01644903322
997	0.01644900816
998	0.01644897671
999	0.01644896118
